,School Name,Cohort Year,Cohort Category,Demographic,Total Cohort Num,Total Grads Num,Total Grads Pct of cohort
11124,EAST NEW YORK FAMILY ACADEMY,2003,4 Year  June,Female,29,19,65.50%
11125,EAST NEW YORK FAMILY ACADEMY,2003,5 Year,Female,29,23,79.30%
11126,EAST NEW YORK FAMILY ACADEMY,2003,6 Year,Female,28,26,92.90%
11127,EAST NEW YORK FAMILY ACADEMY,2004,4 Year  June,Female,37,30,81.10%
11128,EAST NEW YORK FAMILY ACADEMY,2004,5 Year,Female,36,34,94.40%
11129,EAST NEW YORK FAMILY ACADEMY,2004,6 Year,Female,36,34,94.40%
11130,EAST NEW YORK FAMILY ACADEMY,2005,4 Year  June,Female,37,32,86.50%
11131,EAST NEW YORK FAMILY ACADEMY,2005,4 Year August,Female,37,34,91.90%
11132,EAST NEW YORK FAMILY ACADEMY,2005,5 Year,Female,35,34,97.10%
11133,EAST NEW YORK FAMILY ACADEMY,2005,6 Year,Female,35,35,100.00%
11134,EAST NEW YORK FAMILY ACADEMY,2006,4 Year  June,Female,53,50,94.30%
11135,EAST NEW YORK FAMILY ACADEMY,2006,4 Year August,Female,53,51,96.20%
11136,EAST NEW YORK FAMILY ACADEMY,2006,5 Year  June,Female,52,51,98.10%
11137,EAST NEW YORK FAMILY ACADEMY,2006,5 Year August,Female,52,51,98.10%
11138,EAST NEW YORK FAMILY ACADEMY,2007,4 Year  June,Female,33,28,84.80%
11139,EAST NEW YORK FAMILY ACADEMY,2007,4 Year August,Female,33,28,84.80%
11140,EAST NEW YORK FAMILY ACADEMY,2001,4 Year  June,Male,32,19,59.40%
11141,EAST NEW YORK FAMILY ACADEMY,2001,5 Year,Male,32,22,68.80%
11142,EAST NEW YORK FAMILY ACADEMY,2001,6 Year,Male,32,23,71.90%
11143,EAST NEW YORK FAMILY ACADEMY,2002,4 Year  June,Male,21,13,61.90%
11144,EAST NEW YORK FAMILY ACADEMY,2002,5 Year,Male,21,16,76.20%
11145,EAST NEW YORK FAMILY ACADEMY,2002,6 Year,Male,21,16,76.20%
11146,EAST NEW YORK FAMILY ACADEMY,2003,4 Year  June,Male,22,18,81.80%
11147,EAST NEW YORK FAMILY ACADEMY,2003,5 Year,Male,22,19,86.40%
11148,EAST NEW YORK FAMILY ACADEMY,2003,6 Year,Male,22,19,86.40%
11149,EAST NEW YORK FAMILY ACADEMY,2004,4 Year  June,Male,23,19,82.60%
11150,EAST NEW YORK FAMILY ACADEMY,2004,5 Year,Male,23,21,91.30%
11151,EAST NEW YORK FAMILY ACADEMY,2004,6 Year,Male,23,21,91.30%
11152,EAST NEW YORK FAMILY ACADEMY,2005,4 Year  June,Male,25,18,72.00%
11153,EAST NEW YORK FAMILY ACADEMY,2005,4 Year August,Male,25,20,80.00%
11154,EAST NEW YORK FAMILY ACADEMY,2005,5 Year,Male,24,21,87.50%
11155,EAST NEW YORK FAMILY ACADEMY,2005,6 Year,Male,25,23,92.00%
11156,EAST NEW YORK FAMILY ACADEMY,2006,4 Year  June,Male,38,22,57.90%
11157,EAST NEW YORK FAMILY ACADEMY,2006,4 Year August,Male,38,26,68.40%
11158,EAST NEW YORK FAMILY ACADEMY,2006,5 Year  June,Male,35,28,80.00%
11159,EAST NEW YORK FAMILY ACADEMY,2006,5 Year August,Male,35,28,80.00%
11160,EAST NEW YORK FAMILY ACADEMY,2007,4 Year  June,Male,34,28,82.40%
11161,EAST NEW YORK FAMILY ACADEMY,2007,4 Year August,Male,34,30,88.20%
11162,FRANKLIN K LANE HIGH SCHOOL,2001,4 Year  June,Female,359,142,39.60%
11163,FRANKLIN K LANE HIGH SCHOOL,2001,5 Year,Female,359,177,49.30%
11164,FRANKLIN K LANE HIGH SCHOOL,2001,6 Year,Female,359,187,52.10%
11165,FRANKLIN K LANE HIGH SCHOOL,2002,4 Year  June,Female,426,184,43.20%
11166,FRANKLIN K LANE HIGH SCHOOL,2002,5 Year,Female,426,221,51.90%
11167,FRANKLIN K LANE HIGH SCHOOL,2002,6 Year,Female,426,236,55.40%
11168,FRANKLIN K LANE HIGH SCHOOL,2003,4 Year  June,Female,391,151,38.60%
11169,FRANKLIN K LANE HIGH SCHOOL,2003,5 Year,Female,391,186,47.60%
11170,FRANKLIN K LANE HIGH SCHOOL,2003,6 Year,Female,381,198,52.00%
11171,FRANKLIN K LANE HIGH SCHOOL,2004,4 Year  June,Female,330,122,37.00%
11172,FRANKLIN K LANE HIGH SCHOOL,2004,5 Year,Female,333,156,46.80%
11173,FRANKLIN K LANE HIGH SCHOOL,2004,6 Year,Female,333,165,49.50%
11174,FRANKLIN K LANE HIGH SCHOOL,2005,4 Year  June,Female,321,131,40.80%
11175,FRANKLIN K LANE HIGH SCHOOL,2005,4 Year August,Female,321,143,44.50%
11176,FRANKLIN K LANE HIGH SCHOOL,2005,5 Year,Female,319,158,49.50%
11177,FRANKLIN K LANE HIGH SCHOOL,2005,6 Year,Female,316,172,54.40%
11178,FRANKLIN K LANE HIGH SCHOOL,2006,4 Year  June,Female,245,112,45.70%
11179,FRANKLIN K LANE HIGH SCHOOL,2006,4 Year August,Female,245,124,50.60%
11180,FRANKLIN K LANE HIGH SCHOOL,2006,5 Year  June,Female,245,145,59.20%
11181,FRANKLIN K LANE HIGH SCHOOL,2006,5 Year August,Female,245,150,61.20%
11182,FRANKLIN K LANE HIGH SCHOOL,2007,4 Year  June,Female,152,76,50.00%
11183,FRANKLIN K LANE HIGH SCHOOL,2007,4 Year August,Female,152,81,53.30%
11184,FRANKLIN K LANE HIGH SCHOOL,2001,4 Year  June,Male,378,90,23.80%
11185,FRANKLIN K LANE HIGH SCHOOL,2001,5 Year,Male,378,128,33.90%
11186,FRANKLIN K LANE HIGH SCHOOL,2001,6 Year,Male,378,137,36.20%
11187,FRANKLIN K LANE HIGH SCHOOL,2002,4 Year  June,Male,442,116,26.20%
11188,FRANKLIN K LANE HIGH SCHOOL,2002,5 Year,Male,442,166,37.60%
11189,FRANKLIN K LANE HIGH SCHOOL,2002,6 Year,Male,442,185,41.90%
11190,FRANKLIN K LANE HIGH SCHOOL,2003,4 Year  June,Male,402,99,24.60%
11191,FRANKLIN K LANE HIGH SCHOOL,2003,5 Year,Male,402,147,36.60%
11192,FRANKLIN K LANE HIGH SCHOOL,2003,6 Year,Male,402,158,39.30%
11193,FRANKLIN K LANE HIGH SCHOOL,2004,4 Year  June,Male,331,69,20.80%
11194,FRANKLIN K LANE HIGH SCHOOL,2004,5 Year,Male,318,99,31.10%
11195,FRANKLIN K LANE HIGH SCHOOL,2004,6 Year,Male,314,111,35.40%
11196,FRANKLIN K LANE HIGH SCHOOL,2005,4 Year  June,Male,311,84,27.00%
11197,FRANKLIN K LANE HIGH SCHOOL,2005,4 Year August,Male,311,99,31.80%
11198,FRANKLIN K LANE HIGH SCHOOL,2005,5 Year,Male,317,118,37.20%
11199,FRANKLIN K LANE HIGH SCHOOL,2005,6 Year,Male,316,133,42.10%
11200,FRANKLIN K LANE HIGH SCHOOL,2006,4 Year  June,Male,249,77,30.90%
11201,FRANKLIN K LANE HIGH SCHOOL,2006,4 Year August,Male,249,85,34.10%
11202,FRANKLIN K LANE HIGH SCHOOL,2006,5 Year  June,Male,247,108,43.70%
11203,FRANKLIN K LANE HIGH SCHOOL,2006,5 Year August,Male,247,113,45.70%
11204,FRANKLIN K LANE HIGH SCHOOL,2007,4 Year  June,Male,180,73,40.60%
11205,FRANKLIN K LANE HIGH SCHOOL,2007,4 Year August,Male,180,82,45.60%
11206,THOMAS JEFFERSON HIGH SCHOOL,2001,4 Year  June,Female,166,53,31.90%
11207,THOMAS JEFFERSON HIGH SCHOOL,2001,5 Year,Female,166,66,39.80%
11208,THOMAS JEFFERSON HIGH SCHOOL,2001,6 Year,Female,166,75,45.20%
11209,THOMAS JEFFERSON HIGH SCHOOL,2002,4 Year  June,Female,148,57,38.50%
11210,THOMAS JEFFERSON HIGH SCHOOL,2002,5 Year,Female,148,74,50.00%
11211,THOMAS JEFFERSON HIGH SCHOOL,2002,6 Year,Female,148,77,52.00%
11212,THOMAS JEFFERSON HIGH SCHOOL,2003,4 Year  June,Female,156,80,51.30%
11213,THOMAS JEFFERSON HIGH SCHOOL,2003,5 Year,Female,156,86,55.10%
11214,THOMAS JEFFERSON HIGH SCHOOL,2003,6 Year,Female,146,86,58.90%
11218,THOMAS JEFFERSON HIGH SCHOOL,2001,4 Year  June,Male,161,27,16.80%
11219,THOMAS JEFFERSON HIGH SCHOOL,2001,5 Year,Male,161,39,24.20%
11220,THOMAS JEFFERSON HIGH SCHOOL,2001,6 Year,Male,161,48,29.80%
11221,THOMAS JEFFERSON HIGH SCHOOL,2002,4 Year  June,Male,162,43,26.50%
11222,THOMAS JEFFERSON HIGH SCHOOL,2002,5 Year,Male,162,61,37.70%
11223,THOMAS JEFFERSON HIGH SCHOOL,2002,6 Year,Male,162,63,38.90%
11224,THOMAS JEFFERSON HIGH SCHOOL,2003,4 Year  June,Male,153,53,34.60%
11225,THOMAS JEFFERSON HIGH SCHOOL,2003,5 Year,Male,153,56,36.60%
11226,THOMAS JEFFERSON HIGH SCHOOL,2003,6 Year,Male,137,56,40.90%
11238,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2004,4 Year  June,Female,22,11,50.00%
11239,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2004,5 Year,Female,22,15,68.20%
11240,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2004,6 Year,Female,21,15,71.40%
11241,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2005,4 Year  June,Female,35,23,65.70%
11242,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2005,4 Year August,Female,35,24,68.60%
11243,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2005,5 Year,Female,37,29,78.40%
11244,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2005,6 Year,Female,36,29,80.60%
11245,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2006,4 Year  June,Female,20, s ,s
11246,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2006,4 Year August,Female,20, s ,s
11247,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2006,5 Year  June,Female,21,12,57.10%
11248,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2006,5 Year August,Female,21,12,57.10%
11249,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2007,4 Year  June,Female,27,15,55.60%
11250,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2007,4 Year August,Female,27,16,59.30%
11257,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2004,4 Year  June,Male,46,23,50.00%
11258,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2004,5 Year,Male,45,26,57.80%
11259,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2004,6 Year,Male,44,27,61.40%
11260,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2005,4 Year  June,Male,67,33,49.30%
11261,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2005,4 Year August,Male,67,34,50.70%
11262,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2005,5 Year,Male,67,38,56.70%
11263,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2005,6 Year,Male,67,39,58.20%
11264,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2006,4 Year  June,Male,67,36,53.70%
11265,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2006,4 Year August,Male,67,36,53.70%
11266,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2006,5 Year  June,Male,66,38,57.60%
11267,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2006,5 Year August,Male,66,39,59.10%
11268,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2007,4 Year  June,Male,74,45,60.80%
11269,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2007,4 Year August,Male,74,49,66.20%
11273,HIGH SCHOOL FOR CIVIL RIGHTS,2003,4 Year  June,Female,8, s ,s
11274,HIGH SCHOOL FOR CIVIL RIGHTS,2003,5 Year,Female,8, s ,s
11275,HIGH SCHOOL FOR CIVIL RIGHTS,2003,6 Year,Female,8, s ,s
11276,HIGH SCHOOL FOR CIVIL RIGHTS,2004,4 Year  June,Female,46,17,37.00%
11277,HIGH SCHOOL FOR CIVIL RIGHTS,2004,5 Year,Female,45,22,48.90%
11278,HIGH SCHOOL FOR CIVIL RIGHTS,2004,6 Year,Female,45,26,57.80%
11279,HIGH SCHOOL FOR CIVIL RIGHTS,2005,4 Year  June,Female,45,29,64.40%
11280,HIGH SCHOOL FOR CIVIL RIGHTS,2005,4 Year August,Female,45,31,68.90%
11281,HIGH SCHOOL FOR CIVIL RIGHTS,2005,5 Year,Female,45,34,75.60%
11282,HIGH SCHOOL FOR CIVIL RIGHTS,2005,6 Year,Female,45,35,77.80%
11283,HIGH SCHOOL FOR CIVIL RIGHTS,2006,4 Year  June,Female,59,43,72.90%
11284,HIGH SCHOOL FOR CIVIL RIGHTS,2006,4 Year August,Female,59,47,79.70%
11285,HIGH SCHOOL FOR CIVIL RIGHTS,2006,5 Year  June,Female,60,49,81.70%
11286,HIGH SCHOOL FOR CIVIL RIGHTS,2006,5 Year August,Female,60,49,81.70%
11287,HIGH SCHOOL FOR CIVIL RIGHTS,2007,4 Year  June,Female,59,40,67.80%
11288,HIGH SCHOOL FOR CIVIL RIGHTS,2007,4 Year August,Female,59,46,78.00%
11292,HIGH SCHOOL FOR CIVIL RIGHTS,2003,4 Year  June,Male,6, s ,s
11293,HIGH SCHOOL FOR CIVIL RIGHTS,2003,5 Year,Male,6, s ,s
11294,HIGH SCHOOL FOR CIVIL RIGHTS,2003,6 Year,Male,7, s ,s
11295,HIGH SCHOOL FOR CIVIL RIGHTS,2004,4 Year  June,Male,37,18,48.60%
11296,HIGH SCHOOL FOR CIVIL RIGHTS,2004,5 Year,Male,33,21,63.60%
11297,HIGH SCHOOL FOR CIVIL RIGHTS,2004,6 Year,Male,34,21,61.80%
11298,HIGH SCHOOL FOR CIVIL RIGHTS,2005,4 Year  June,Male,50,28,56.00%
11299,HIGH SCHOOL FOR CIVIL RIGHTS,2005,4 Year August,Male,50,29,58.00%
11300,HIGH SCHOOL FOR CIVIL RIGHTS,2005,5 Year,Male,49,31,63.30%
11301,HIGH SCHOOL FOR CIVIL RIGHTS,2005,6 Year,Male,49,34,69.40%
11302,HIGH SCHOOL FOR CIVIL RIGHTS,2006,4 Year  June,Male,52,23,44.20%
11303,HIGH SCHOOL FOR CIVIL RIGHTS,2006,4 Year August,Male,52,28,53.80%
11304,HIGH SCHOOL FOR CIVIL RIGHTS,2006,5 Year  June,Male,53,31,58.50%
11305,HIGH SCHOOL FOR CIVIL RIGHTS,2006,5 Year August,Male,53,31,58.50%
11306,HIGH SCHOOL FOR CIVIL RIGHTS,2007,4 Year  June,Male,62,36,58.10%
11307,HIGH SCHOOL FOR CIVIL RIGHTS,2007,4 Year August,Male,62,42,67.70%
11314,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2004,4 Year  June,Female,51,42,82.40%
11315,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2004,5 Year,Female,52,46,88.50%
11316,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2004,6 Year,Female,52,47,90.40%
11317,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2005,4 Year  June,Female,66,52,78.80%
11318,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2005,4 Year August,Female,66,52,78.80%
11319,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2005,5 Year,Female,63,52,82.50%
11320,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2005,6 Year,Female,63,53,84.10%
11321,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2006,4 Year  June,Female,65,47,72.30%
11322,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2006,4 Year August,Female,65,49,75.40%
11323,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2006,5 Year  June,Female,64,51,79.70%
11324,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2006,5 Year August,Female,64,53,82.80%
11325,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2007,4 Year  June,Female,54,31,57.40%
11326,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2007,4 Year August,Female,54,36,66.70%
11329,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2003,6 Year,Male,7, s ,s
11330,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2004,4 Year  June,Male,25,16,64.00%
11331,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2004,5 Year,Male,26,17,65.40%
11332,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2004,6 Year,Male,25,18,72.00%
11333,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2005,4 Year  June,Male,28,14,50.00%
11334,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2005,4 Year August,Male,28,14,50.00%
11335,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2005,5 Year,Male,30,18,60.00%
11336,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2005,6 Year,Male,29,20,69.00%
11337,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2006,4 Year  June,Male,46,29,63.00%
11338,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2006,4 Year August,Male,46,31,67.40%
11339,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2006,5 Year  June,Male,44,34,77.30%
11340,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2006,5 Year August,Male,44,34,77.30%
11341,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2007,4 Year  June,Male,51,25,49.00%
11342,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2007,4 Year August,Male,51,30,58.80%
11349,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2004,4 Year  June,Female,78,56,71.80%
11350,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2004,5 Year,Female,74,60,81.10%
11351,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2004,6 Year,Female,73,62,84.90%
11352,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2005,4 Year  June,Female,59,41,69.50%
11353,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2005,4 Year August,Female,59,43,72.90%
11354,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2005,5 Year,Female,58,45,77.60%
11355,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2005,6 Year,Female,58,46,79.30%
11356,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2006,4 Year  June,Female,57,15,26.30%
11357,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2006,4 Year August,Female,57,41,71.90%
11358,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2006,5 Year  June,Female,58,45,77.60%
11359,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2006,5 Year August,Female,58,45,77.60%
11360,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2007,4 Year  June,Female,61,40,65.60%
11361,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2007,4 Year August,Female,61,41,67.20%
11365,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2004,4 Year  June,Male,20, s ,s
11366,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2004,5 Year,Male,20, s ,s
11367,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2004,6 Year,Male,19, s ,s
11368,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2005,4 Year  June,Male,22,10,45.50%
11369,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2005,4 Year August,Male,22,10,45.50%
11370,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2005,5 Year,Male,24,13,54.20%
11371,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2005,6 Year,Male,24,15,62.50%
11372,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2006,4 Year  June,Male,38,8,21.10%
11373,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2006,4 Year August,Male,38,23,60.50%
11374,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2006,5 Year  June,Male,39,25,64.10%
11375,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2006,5 Year August,Male,39,26,66.70%
11376,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2007,4 Year  June,Male,36,22,61.10%
11377,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2007,4 Year August,Male,36,24,66.70%
11382,MULTICULTURAL HIGH SCHOOL,2007,4 Year  June,Female,60,31,51.70%
11383,MULTICULTURAL HIGH SCHOOL,2007,4 Year August,Female,60,31,51.70%
11386,MULTICULTURAL HIGH SCHOOL,2007,4 Year  June,Male,46,23,50.00%
11387,MULTICULTURAL HIGH SCHOOL,2007,4 Year August,Male,46,24,52.20%
11388,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2001,4 Year  June,Female,53,45,84.90%
11389,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2001,5 Year,Female,53,48,90.60%
11390,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2001,6 Year,Female,53,49,92.50%
11391,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2002,4 Year  June,Female,60,40,66.70%
11392,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2002,5 Year,Female,60,46,76.70%
11393,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2002,6 Year,Female,60,47,78.30%
11394,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2003,4 Year  June,Female,76,57,75.00%
11395,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2003,5 Year,Female,76,62,81.60%
11396,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2003,6 Year,Female,77,63,81.80%
11397,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2004,4 Year  June,Female,70,43,61.40%
11398,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2004,5 Year,Female,67,49,73.10%
11399,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2004,6 Year,Female,67,49,73.10%
11400,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2005,4 Year  June,Female,85,63,74.10%
11401,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2005,4 Year August,Female,85,67,78.80%
11402,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2005,5 Year,Female,84,69,82.10%
11403,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2005,6 Year,Female,84,69,82.10%
11404,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2006,4 Year  June,Female,68,57,83.80%
11405,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2006,4 Year August,Female,68,59,86.80%
11406,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2006,5 Year  June,Female,68,60,88.20%
11407,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2006,5 Year August,Female,68,60,88.20%
11408,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2007,4 Year  June,Female,79,66,83.50%
11409,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2007,4 Year August,Female,79,71,89.90%
11410,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2001,4 Year  June,Male,233,154,66.10%
11411,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2001,5 Year,Male,233,179,76.80%
11412,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2001,6 Year,Male,233,181,77.70%
11413,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2002,4 Year  June,Male,222,138,62.20%
11414,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2002,5 Year,Male,222,162,73.00%
11415,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2002,6 Year,Male,222,172,77.50%
11416,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2003,4 Year  June,Male,255,172,67.50%
11417,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2003,5 Year,Male,255,189,74.10%
11418,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2003,6 Year,Male,256,199,77.70%
11419,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2004,4 Year  June,Male,280,171,61.10%
11420,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2004,5 Year,Male,277,210,75.80%
11421,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2004,6 Year,Male,277,220,79.40%
11422,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2005,4 Year  June,Male,296,191,64.50%
11423,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2005,4 Year August,Male,296,206,69.60%
11424,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2005,5 Year,Male,300,233,77.70%
11425,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2005,6 Year,Male,300,241,80.30%
11426,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2006,4 Year  June,Male,278,169,60.80%
11427,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2006,4 Year August,Male,278,201,72.30%
11428,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2006,5 Year  June,Male,278,227,81.70%
11429,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2006,5 Year August,Male,278,230,82.70%
11430,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2007,4 Year  June,Male,281,208,74.00%
11431,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2007,4 Year August,Male,281,236,84.00%
11448,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2006,4 Year  June,Female,64,37,57.80%
11449,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2006,4 Year August,Female,64,37,57.80%
11450,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2006,5 Year  June,Female,58,42,72.40%
11451,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2006,5 Year August,Female,58,42,72.40%
11452,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2007,4 Year  June,Female,56,24,42.90%
11453,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2007,4 Year August,Female,56,27,48.20%
11456,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2006,4 Year  June,Male,42,24,57.10%
11457,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2006,4 Year August,Male,42,27,64.30%
11458,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2006,5 Year  June,Male,42,33,78.60%
11459,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2006,5 Year August,Male,42,33,78.60%
11460,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2007,4 Year  June,Male,57,29,50.90%
11461,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2007,4 Year August,Male,57,33,57.90%
11462,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2001,4 Year  June,Female,171,63,36.80%
11463,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2001,5 Year,Female,171,80,46.80%
11464,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2001,6 Year,Female,171,89,52.00%
